ICDO32_Code	Term	PrefTerm
9811/3	Pro-/pre-B-lymphoblastic leukemia	NULL
9811/3	Pro-B ALL	NULL
9811/3	Pro-B lymphoblastic leukemia	NULL
9812/3	B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1	1
9812/3	B-(acute) lymphoblastic leukemia/lymphoma (B-ALL) with BCR::ABL1 fusion	NULL
9812/3	B-ALL with BCR::ABL1 fusion	NULL
9812/3	B-lymphoblastic leukemia/lymphoma with BCR::ABL1 fusion	NULL
9812/3	B-lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2)	NULL
9813/3	B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged	1
9813/3	B-ALL with KMT2A rearrangement	NULL
9813/3	B-lymphoblastic leukemia/lymphoma with KMT2A rearrangement	NULL
9814/3	B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)	NULL
9814/3	B-ALL with ETV6::RUNX1 fusion	NULL
9814/3	B-ALL with ETV6::RUNX1-like features (provisional subtype)	NULL
9814/3	B-lymphoblastic leukemia/lymphoma with ETV6::RUNX1 fusion	NULL
9814/3	B-lymphoblastic leukemia/lymphoma with ETV6::RUNX1-like features	NULL
9814/3	B-lymphoblastic leukemia/lymphoma with ETV6:RUNX1 fusion	NULL
9814/3	B-lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL::AML1 (ETV6::RUNX1)	NULL
9815/3	B lymphoblastic leukemia/lymphoma with hyperdiploidy	1
9815/3	B-ALL with high hyperdiploidy	NULL
9815/3	B-lymphoblastic leukemia/lymphoma with high hyperdiploidy	NULL
9816/3	B lymphoblastic leukemia/lymphoma with hypodiploidy (hypodiploid ALL)	NULL
9816/3	B-ALL with high hypodiploidy	NULL
9816/3	B-ALL with low hypodiploidy	NULL
9816/3	B-ALL with near-haploidy	NULL
9816/3	B-lymphoblastic leukemia/lymphoma with high hypodiploidy	NULL
9816/3	B-lymphoblastic leukemia/lymphoma with low hypodiploidy	NULL
9816/3	B-lymphoblastic leukemia/lymphoma with near-haploidy	NULL
9816/3	High-hypodiploid B-lymphoblastic leukemia/lymphoma with hypodiploidy	NULL
9816/3	Low-hypodiploid B-lymphoblastic leukemia/lymphoma with hypodiploidy	NULL
9816/3	Near-haploid B-lymphoblastic leukemia/lymphoma with hypodiploidy	NULL
9817/3	B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH	1
9817/3	B-ALL with IGH::IL3 fusion	NULL
9817/3	B-lymphoblastic leukemia/lymphoma with IGH::IL3 fusion	NULL
9817/3	B-lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3::IGH	NULL
9818/3	B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)	NULL
9818/3	B-ALL with TCF3::HLF fusion	NULL
9818/3	B-ALL with TCF3::PBX1 fusion	NULL
9818/3	B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A::PBX1 (TCF3::PBX1)	NULL
9818/3	B-lymphoblastic leukemia/lymphoma with TCF3::HLF fusion	NULL
9818/3	B-lymphoblastic leukemia/lymphoma with TCF3::PBX1	NULL
9818/3	B-lymphoblastic leukemia/lymphoma with TCF3::PBX1 fusion	NULL
9819/3	B lymphoblastic leukemia/lymphoma, BCR-ABL1-like	1
9819/3	B-ALL with BCR::ABL1-like (Ph-like) features	NULL
9819/3	BCR::ABL1-like B-ALL/LBL	NULL
9819/3	B-lymphoblastic leukemia/lymphoma with BCR::ABL1-like features	NULL
9819/3	B-lymphoblastic leukemia/lymphoma, BCR::ABL1-like	NULL
9819/3	Philadelphia-like (Ph-like) B-ALL	NULL
9820/3	Aleukemic lymphatic leukemia	NULL
9820/3	Aleukemic lymphocytic leukemia	NULL
9820/3	Aleukemic lymphoid leukemia	NULL
9820/3	Lymphatic leukemia, NOS	NULL
9820/3	Lymphocytic leukemia, NOS	NULL
9820/3	Lymphoid leukemia, NOS	1
9820/3	Lymphosarcoma cell leukemia	NULL
9820/3	Subacute lymphatic leukemia	NULL
9820/3	Subacute lymphocytic leukemia	NULL
9820/3	Subacute lymphoid leukemia	NULL
9823/1	MBL, low count or clonal B-cell expansion (CLL/SLL) type	NULL
9823/1	Monoclonal B-cell lymphocytosis, chronic lymphocytic leukemia type	NULL
9823/1	Monoclonal B-cell lymphocytosis, chronic lymphocytic leukemia/small lymphocytic lymphoma (CLL/SLL) type	NULL
9823/1	Monoclonal B-cell lymphocytosis, CLL type	1
9823/3	B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma	1
9823/3	Chronic lymphatic leukemia	NULL
9823/3	Chronic lymphocytic leukemia	NULL
9823/3	Chronic lymphocytic leukemia, B-cell type	NULL
9823/3	Chronic lymphoid leukemia	NULL
9823/3	Chronic lymphocytic leukemia/small lymphocytic lymphoma	NULL
9823/3	Malignant lymphoma, lymphocytic, diffuse, NOS	NULL
9823/3	Malignant lymphoma, lymphocytic, NOS	NULL
9823/3	Malignant lymphoma, lymphocytic, well-differentiated, diffuse	NULL
9823/3	Malignant lymphoma, small B lymphocytic, NOS	NULL
9823/3	Malignant lymphoma, small cell diffuse	NULL
9823/3	Malignant lymphoma, small cell, NOS	NULL
9823/3	Malignant lymphoma, small lymphocytic, diffuse	NULL
9823/3	Malignant lymphoma, small lymphocytic, NOS	NULL
9827/3	Acute adult T-cell leukemia/lymphoma	NULL
9827/3	Adult T-cell leukemia	NULL
9827/3	Adult T-cell leukemia/lymphoma	NULL
9827/3	Adult T-cell leukemia/lymphoma (HTLV-1 positive)	1
9827/3	Adult T-cell leukemia/lymphoma, HTLV-1 associated	NULL
9827/3	Adult T-cell lymphoma	NULL
9827/3	Adult T-cell lymphoma/leukemia	NULL
9827/3	Adult T-cell lymphoma/leukemia, acute	NULL
9827/3	Adult T-cell lymphoma/leukemia, chronic	NULL
9827/3	Adult T-cell lymphoma/leukemia, lymphoma	NULL
9827/3	Adult T-cell lymphoma/leukemia, lymphomatous	NULL
9827/3	Adult T-cell lymphoma/leukemia, smoldering	NULL
9827/3	Chronic adult T-cell leukemia/lymphoma	NULL
9827/3	Cutaneous adult T-cell leukemia/lymphoma	NULL
9827/3	Lymphomatous adult T-cell leukemia/lymphoma	NULL
9827/3	Smouldering adult T-cell leukemia/lymphoma	NULL
9831/3	Chronic lymphoproliferative disorder of NK cells	NULL
9831/3	Chronic NK-large granular lymphocyte lymphoproliferative disorder	NULL
9831/3	Large granular lymphocytosis, NOS	NULL
9831/3	NK-cell large granular lymphocytic leukemia	NULL
9831/3	NK-large granular lymphocytic leukemia	NULL
9831/3	T-cell large granular lymphocytic leukemia	1
9831/3	T-cell large granular lymphocytosis	NULL
9831/3	T-cell lymphoproliferative disease of granular lymphocytes	NULL
9831/3	T-large granular lymphocytic leukemia	NULL
9832/3	Prolymphocytic leukemia, NOS	1
9834/3	Prolymphocytic leukemia, T-cell type	1
9834/3	T-cell prolymphocytic leukemia	NULL
9834/3	T-prolymphocytic leukemia	NULL
9837/3	Cortical T ALL	NULL
9837/3	Cortical T-lymphoblastic leukemia/lymphoma	NULL
9837/3	Early T lymphoblastic leukemia/lymphoma	NULL
9837/3	Early T-cell precursor acute lymphoblastic leukemia	NULL
9837/3	Early thymic precursor T-lymphoblastic leukemia/lymphoma	NULL
9837/3	Early T-precursor lymphoblastic leukemia/lymphoma	NULL
9837/3	Mature T ALL	NULL
9837/3	Medullary T-lymphoblastic leukemia/lymphoma	NULL
9837/3	Precursor T-cell lymphoblastic leukemia	1
9837/3	Precursor T-cell lymphoblastic lymphoma	NULL
9837/3	Precursor T-lymphoblastic leukemia/lymphoma	NULL
9837/3	Pre-T ALL	NULL
9837/3	Pro-T ALL	NULL
9837/3	T lymphoblastic leukemia/lymphoma	NULL
9837/3	T-cell acute lymphoblastic leukemia	NULL
9840/3	Acute erythremia	NULL
9840/3	Acute erythremic myelosis	NULL
9840/3	Acute erythroid leukemia	1
9840/3	Acute myeloid leukemia, M6 type	NULL
9840/3	AML M6	NULL
9840/3	Di Guglielmo disease	NULL
9840/3	Erythremic myelosis, NOS	NULL
9840/3	Erythroleukemia	NULL
9840/3	FAB M6	NULL
9840/3	M6A	NULL
9840/3	M6B	NULL
9840/3	Pure erythroid leukemia	NULL
9860/0	Clonal hematopoiesis (CH)	NULL
9860/0	Clonal hematopoiesis of indeterminate potential	NULL
9860/0	Clonal hematopoiesis of indeterminate potential (CHIP)	NULL
9860/0	Clonal hematopoiesis, age related (ARCH)	NULL
9860/0	Clonal hematopoiesis, NOS	NULL
9860/0	VEXAS syndrome	NULL
9860/3	Aleukemic granulocytic leukemia	NULL
9860/3	Aleukemic monocytic leukemia	NULL
9860/3	Aleukemic myelogenous leukemia	NULL
9860/3	Aleukemic myeloid leukemia	NULL
9860/3	Chronic monocytic leukemia	NULL
9860/3	Eosinophilic leukemia, NOS	NULL
9860/3	Granulocytic leukemia, NOS	NULL
9860/3	Monocytic leukemia, NOS	NULL
9860/3	Myelocytic leukemia, NOS	NULL
9860/3	Myelogenous leukemia, NOS	NULL
9860/3	Myeloid leukemia, NOS	1
9860/3	Myelomonocytic leukemia, NOS	NULL
9860/3	Non-lymphocytic leukemia, NOS	NULL
9860/3	Subacute granulocytic leukemia	NULL
9860/3	Subacute monocytic leukemia	NULL
9860/3	Subacute myelogenous leukemia	NULL
9860/3	Subacute myeloid leukemia	NULL
9861/3	Acute granulocytic leukemia	NULL
9861/3	Acute myelocytic leukemia	NULL
9861/3	Acute myelogenous leukemia	NULL
9861/3	Acute myeloid leukemia (AML), NOS	NULL
9861/3	Acute myeloid leukemia with CBFA2T3::GLIS2 fusion	NULL
9861/3	Acute myeloid leukemia with DEK::NUP214 fusion	NULL
9861/3	Acute myeloid leukemia with FUS::ERG fusion	NULL
9861/3	Acute myeloid leukemia with KAT6A::CREBBP fusion	NULL
9861/3	Acute myeloid leukemia with MNX1::ETV6 fusion	NULL
9861/3	Acute myeloid leukemia with NPM1::MLF1 fusion	NULL
9861/3	Acute myeloid leukemia with NUP98 rearrangement	NULL
9861/3	Acute myeloid leukemia with other defined genetic alterations	NULL
9861/3	Acute myeloid leukemia with RUNX1T3(CBFA2T3)::GLIS2	NULL
9861/3	Acute myeloid leukemia, NOS	1
9861/3	Acute non-lymphocytic leukemia	NULL
9861/3	AML with CBFA2T3::GLIS2 fusion	NULL
9861/3	AML with KAT6A::CREBBP fusion	NULL
9861/3	AML with MNX1::ETV6 fusion	NULL
9861/3	AML with NUP98 rearrangement	NULL
9863/3	Chronic granulocytic leukemia, NOS	NULL
9863/3	Chronic myelocytic leukemia, NOS	NULL
9863/3	Chronic myelogenous leukemia, NOS	NULL
9863/3	Chronic myeloid leukemia, NOS	1
9865/3	Acute myeloid leukemia with DEK::NUP214 fusion	NULL
9865/3	Acute myeloid leukemia with t(6;9)(p22.3;q34.1)	NULL
9865/3	Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214	1
9865/3	AML with DEK::NUP214 fusion	NULL
9866/3	Acute myeloid leukemia, PML/RAR-alpha	NULL
9866/3	Acute myeloid leukemia, PML::RAR-alpha	NULL
9866/3	Acute myeloid leukemia, t(15;17)(q22;q11-12)	NULL
9866/3	Acute promyelocytic leukemia with a variant RARA translocation	NULL
9866/3	Acute promyelocytic leukemia with PML::RARA fusion	NULL
9866/3	Acute promyelocytic leukemia with t(15;17)(q24.1;q21.2)	NULL
9866/3	Acute promyelocytic leukemia, NOS	NULL
9866/3	Acute promyelocytic leukemia, PML/RAR-alpha	NULL
9866/3	Acute promyelocytic leukemia, PML::RAR-alpha	NULL
9866/3	Acute promyelocytic leukemia, t(15;17)(q22;q11-12)	1
9866/3	FAB M3	NULL
9867/3	Acute myelomonocytic leukemia, NOS	1
9867/3	FAB M4	NULL
9869/3	Acute myeloid leukemia with EVI1 rearrangement	NULL
9869/3	Acute myeloid leukemia with inv(3)(q21;q26.2) or t(3;3)(q21;q26.2); RPN1::EVI1	NULL
9869/3	Acute myeloid leukemia with inv(3)(q21;q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1	1
9869/3	Acute myeloid leukemia with MECOM rearrangement	NULL
9869/3	AML with MECOM rearrangement	NULL
9870/3	Acute basophilic leukemia	1
9870/3	Acute basophilic leukemia with t(X;6)(p11;q23); MYB::GATA1	NULL
9871/3	Acute myeloid leukemia with abnormal marrow eosinophils	1
9871/3	Acute myeloid leukemia with CBFB rearrangement	NULL
9871/3	Acute myeloid leukemia with CBFB::MYH11 fusion	NULL
9871/3	Acute myeloid leukemia with inv(16)(p13.1;q22)	NULL
9871/3	Acute myeloid leukemia with t(16;16)(p13.1;q22)	NULL
9871/3	Acute myeloid leukemia, CBF-beta/MYH11	NULL
9871/3	Acute myeloid leukemia, CBF-beta::MYH11	NULL
9871/3	Acute myeloid leukemia, inv(16)(p13;1q22)	NULL
9871/3	Acute myeloid leukemia, inv(16)(p13;q22)	NULL
9871/3	Acute myeloid leukemia, t(16;16)(p13;q11)	NULL
9871/3	Acute myelomonocytic leukemia with abnormal eosinophils	NULL
9871/3	AML with CBFB::MYH11 fusion	NULL
9871/3	FAB M4Eo	NULL
9872/3	Acute myeloblastic leukemia	NULL
9872/3	Acute myeloid leukemia with minimal differentiation	NULL
9872/3	Acute myeloid leukemia, minimal differentiation	1
9872/3	AML with minimal differentiation	NULL
9872/3	FAB M0	NULL
9873/3	Acute myeloid leukemia without maturation	1
9873/3	AML without maturation	NULL
9873/3	FAB M1	NULL
9874/3	Acute myeloid leukemia with maturation	1
9874/3	AML with maturation	NULL
9874/3	FAB M2, NOS	NULL
9875/3	Chronic granulocytic leukemia, BCR/ABL	NULL
9875/3	Chronic granulocytic leukemia, BCR::ABL1	NULL
9875/3	Chronic granulocytic leukemia, Philadelphia chromosome (Ph1) positive	NULL
9875/3	Chronic granulocytic leukemia, t(9;22)(q34;q11)	NULL
9875/3	Chronic myelogenous leukemia, BCR/ABL positive	1
9875/3	Chronic myelogenous leukemia, BCR::ABL1 positive	NULL
9875/3	Chronic myelogenous leukemia, Philadelphia chromosome (Ph1) positive	NULL
9875/3	Chronic myelogenous leukemia, t(9;22)(q34;q11)	NULL
9875/3	Chronic myeloid leukemia (CML), BCR::ABL1	NULL
9875/3	Chronic myeloid leukemia, BCR::ABL1	NULL
9875/3	Chronic myeloid leukemia, Philadelphia chromosome (Ph1) positive	NULL
9875/3	Chronic myeloid leukemia, Philadelphia chromosome-positive (Ph+)	NULL
9875/3	Chronic myeloid leukemia, t(9;22)(q34;q11)	NULL
9876/3	Atypical chronic myeloid leukemia, BCR/ABL negative	1
9876/3	Atypical chronic myeloid leukemia, BCR::ABL1 negative	NULL
9876/3	Atypical chronic myeloid leukemia, Philadelphia chromosome (Ph1) negative	NULL
9876/3	Myelodysplastic/myeloproliferative neoplasm with neutrophilia	NULL
9877/3	Acute myeloid leukemia with mutated NPM1	1
9877/3	Acute myeloid leukemia with NPM1 mutation	NULL
9877/3	AML with NPM1 mutation	NULL
9878/3	Acute myeloid leukemia with biallelic mutation of CEBPA	1
9878/3	Acute myeloid leukemia with CEBPA mutation	NULL
9878/3	AML with CEBPA mutation	NULL
9879/3	Acute myeloid leukemia with mutated RUNX1	1
9891/3	Acute monoblastic and monocytic leukemia	NULL
9891/3	Acute monoblastic leukemia	NULL
9891/3	Acute monocytic leukemia	1
9891/3	FAB M5	NULL
9891/3	Monoblastic leukemia, NOS	NULL
9895/3	Acute myeloid leukemia post myelodysplastic neoplasm	NULL
9895/3	Acute myeloid leukemia post myelodysplastic-myeloproliferative neoplasm	NULL
9895/3	Acute myeloid leukemia with multilineage dysplasia	NULL
9895/3	Acute myeloid leukemia with myelodysplasia-related changes	NULL
9895/3	Acute myeloid leukemia with prior myelodysplastic syndrome	NULL
9895/3	Acute myeloid leukemia without prior myelodysplastic syndrome	NULL
9895/3	Acute myeloid leukemia, myelodysplasia-related	NULL
9896/3	Acute myeloid leukemia with RUNX1::RUNX1T1 fusion	NULL
9896/3	Acute myeloid leukemia with t(8;21)(q22;q22.1)	NULL
9896/3	Acute myeloid leukemia, AML1(CBF-alpha)/ETO	NULL
9896/3	Acute myeloid leukemia, AML1(CBF-alpha)::ETO	NULL
9896/3	Acute myeloid leukemia, FLT3-TKD	NULL
9896/3	Acute myeloid leukemia, t(8;21)(q22;q22)	1
9896/3	AML with RUNX1::RUNX1T1 fusion	NULL
9896/3	FAB M2, AML1(CBF-alpha)/ETO	NULL
9896/3	FAB M2, AML1(CBF-alpha)::ETO	NULL
9896/3	FAB M2, t(8;21)(q22;q22)	NULL
9897/3	Acute myeloid leukemia with KMT2A rearrangement	NULL
9897/3	Acute myeloid leukemia with KMT2A::MLLT3	NULL
9897/3	Acute myeloid leukemia with KMT2A::MLLT3 or other exact fusion	NULL
9897/3	Acute myeloid leukemia with t(9;11)(p21.3;q23.3) or other exact balanced translocation	NULL
9897/3	Acute myeloid leukemia with t(9;11)(p22;q23) with KMT2A-MLLT3 or other exact fusion	NULL
9897/3	Acute myeloid leukemia with t(9;11)(p22;q23); MLLT3::MLL	NULL
9897/3	Acute myeloid leukemia, 11q23 abnormalities	1
9897/3	Acute myeloid leukemia, MLL	NULL
9897/3	AML with KMT2A rearrangement	NULL
9898/1	Transient abnormal myelopoiesis	1
9898/3	Myeloid leukemia associated with Down Syndrome	1
9910/3	Acute megakaryoblastic leukemia	1
9910/3	FAB M7	NULL
9910/3	Megakaryocytic leukemia	NULL
9911/3	Acute megakaryoblastic leukemia with RBM15::MRTFA	NULL
9911/3	Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15::MKL1	NULL
9911/3	Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1	1
9911/3	Acute myeloid leukemia with RBM15::MRTFA fusion	NULL
9911/3	AML with RBM15::MRTFA fusion	NULL
9912/3	Acute myeloid leukemia with BCR::ABL1	NULL
9912/3	Acute myeloid leukemia with BCR::ABL1 fusion	NULL
9912/3	Acute myeloid leukemia with BCR-ABL1	NULL
9912/3	Acute myeloid leukemia with t(9;22)(q34;q11.2)	NULL
9912/3	AML with BCR::ABL1 fusion	NULL
9920/3	Acute myeloid leukemia post cytotoxic therapy	NULL
9920/3	Myelodysplastic/myeloproliferative neoplasm post cytotoxic therapy	NULL
9920/3	Myeloid neoplasm post cytotoxic therapy	NULL
9920/3	Therapy-related acute myeloid leukemia, alkylating agent related	NULL
9920/3	Therapy-related acute myeloid leukemia, epipodophyllotoxin-related	NULL
9920/3	Therapy-related acute myeloid leukemia, NOS	NULL
9920/3	Therapy-related myeloid neoplasm	1
9930/3	Chloroma	NULL
9930/3	Granulocytic sarcoma	NULL
9930/3	Myeloid sarcoma	1
9931/3	Acute myelofibrosis	NULL
9931/3	Acute myelosclerosis, NOS	NULL
9931/3	Acute panmyelosis with myelofibrosis	1
9931/3	Acute panmyelosis, NOS	NULL
9931/3	Malignant myelosclerosis	NULL
9940/3	Hairy cell leukemia, NOS	1
9940/3	Leukemic reticuloendotheliosis	NULL
9945/3	Chronic myelomonocytic leukemia in transformation	NULL
9945/3	Chronic myelomonocytic leukemia, NOS	1
9945/3	Chronic myelomonocytic leukemia, Type I	NULL
9945/3	Chronic myelomonocytic leukemia, Type II	NULL
9945/3	Myelodysplastic chronic myelomonocytic leukemia	NULL
9945/3	Myelodysplastic chronic myelomonocytic leukemia (MD-CMML)	NULL
9945/3	Myeloproliferative chronic myelomonocytic leukemia	NULL
9945/3	Myeloproliferative chronic myelomonocytic leukemia (MP-CMML)	NULL
9946/3	JMML in children with CBL syndrome	NULL
9946/3	JMML in neurofibromatosis type 1 (NF1)	NULL
9946/3	JMML-like disorders in children with Noonan syndrome (NS)	NULL
9946/3	Juvenile chronic myelomonocytic leukemia	NULL
9946/3	Juvenile myelomonocytic leukemia (JMML)	NULL
9946/3	Juvenile myelomonocytic leukemia in children with CBL syndrome	NULL
9946/3	Juvenile myelomonocytic leukemia in neurofibromatosis type 1 (NF1)	NULL
9946/3	Juvenile myelomonocytic leukemia, NOS	1
9946/3	Juvenile myelomonocytic leukemia-like disorders in children with Noonan syndrome (NS)	NULL
9946/3	KRAS-mutated JMML	NULL
9946/3	KRAS-mutated juvenile myelomonocytic leukemia	NULL
9946/3	NRAS-mutated JMML	NULL
9946/3	NRAS-mutated juvenile myelomonocytic leukemia	NULL
9946/3	PTPN11-mutated JMML	NULL
9946/3	PTPN11-mutated juvenile myelomonocytic leukemia	NULL
9948/3	Aggressive NK-cell leukemia	1
9948/3	Aggressive NK-cell leukemia/lymphoma	NULL
9950/3	Chronic erythremia	NULL
9950/3	Polycythemia rubra vera	NULL
9950/3	Polycythemia vera	1
9950/3	Proliferative polycythemia	NULL
9961/3	Agnogenic myeloid metaplasia	NULL
9961/3	Chronic idiopathic myelofibrosis	NULL
9961/3	Megakaryocytic myelosclerosis	NULL
9961/3	Myelofibrosis as a result of myeloproliferative disease	NULL
9961/3	Myelofibrosis with myeloid metaplasia	NULL
9961/3	Myelosclerosis with myeloid metaplasia	NULL
9961/3	Primary myelofibrosis, fibrotic	NULL
9961/3	Primary myelofibrosis, NOS	NULL
9961/3	Primary myelofibrosis, prefibrotic	NULL
9962/3	Essential hemorrhagic thrombocythemia	NULL
9962/3	Essential thrombocythemia	1
9962/3	Idiopathic hemorrhagic thrombocythemia	NULL
9962/3	Idiopathic thrombocythemia	NULL
9963/3	Chronic neutrophilic leukemia	1
9964/3	Chronic eosinophilic leukemia	1
9964/3	Hypereosinophilic syndrome	NULL
9965/3	Myeloid or lymphoid neoplasm with PDGFRA rearrangement	1
9965/3	Myeloid/lymphoid neoplasm with PDGFRA rearrangement	NULL
9966/3	Chronic myelomonocytic leukemia with eosinophilia associated with t(5;12)	NULL
9966/3	Myeloid neoplasm associated with PDGFRB rearrangement	NULL
9966/3	Myeloid neoplasm with PDGFRB rearrangement	1
9966/3	Myeloid neoplasms associated with PDGFRB rearrangement	NULL
9966/3	Myeloid/lymphoid neoplasm with PDGFRB rearrangement	NULL
9967/3	Myeloid or lymphoid neoplasm with FGFR1 abnormalities	1
9967/3	Myeloid/lymphoid neoplasm with FGFR1 rearrangement	NULL
9968/3	Myeloid or lymphoid neoplasm with PCM1-JAK2	1
9968/3	Myeloid/lymphoid neoplasm with ETV6::ABL1 fusion	NULL
9968/3	Myeloid/lymphoid neoplasm with FLT3 rearrangement	NULL
9968/3	Myeloid/lymphoid neoplasm with JAK2 rearrangement	NULL
9968/3	Myeloid/lymphoid neoplasm with other tyrosine kinase fusion genes	NULL
